44;40
20;92
53;61
38;62
76;88
50;86
56;84
65;74
89;57
46;50
86;56
67;98
96;83
72;19
91;44
43;88
93;67
32;83
90;38
42;32
90;75
26;49
72;60
19;76
40;41
82;88
28;63
41;29
69;99
25;53
82;59
61;23
95;19
69;66
32;59
25;87
44;80
50;89
49;86
72;85
35;18
89;44
75;69
61;89
18;81
24;64
50;98
27;79
57;54
24;82
85;46
39;61
30;83
64;93
51;99
18;34
67;67
42;46
30;48
36;85
79;80
61;80
90;28
100;46
75;61
99;55
74;50
48;24
43;64
47;50
91;99
97;70
73;45
83;77
39;97
63;76
27;75
87;37
34;55
45;88
92;94
89;60
81;26
78;58
92;30
72;76
58;41
65;24
23;87
23;67
65;55
41;45
97;28
57;22
37;27
78;26
83;43
74;24
54;65
55;96
61;80
39;33
89;43
80;55
40;35
95;79
71;44
57;97
68;25
98;25
99;80
86;33
93;38
37;78
25;66
70;62
29;44
82;84
21;83
85;62
95;31
65;42
29;35
55;81
19;82
51;70
84;86
52;37
48;27
52;35
81;48
82;63
89;72
98;41
61;85
82;61
32;21
51;62
75;32
68;68
100;63
38;40
55;69
27;36
25;32
69;61
93;26
31;18
30;37
74;63
28;68
70;78
26;23
54;42
85;97
86;60
36;46
18;60
93;69
100;47
92;94
46;38
43;79
42;87
69;32
83;100
49;95
60;97
42;21
70;44
23;24
48;85
86;32
23;82
63;58
61;69
97;67
25;84
90;38
34;51
26;49
75;28
36;23
68;67
100;69
68;46
37;75
35;99
75;87
51;39
52;50
72;74
30;77
64;51
55;69
50;28
45;26
25;50
33;72
71;61
67;29
75;78
94;91
51;36
93;42
19;51
67;65
41;88
58;70
81;43
45;78
35;58
66;67
19;72
18;74
91;30
69;98
70;51
58;98
96;88
94;44
55;32
73;91
74;73
100;24
33;81
52;42
40;19
23;67
72;49
31;76
53;19
35;72
81;30
89;72
96;72
65;75
60;88
35;44
30;19
72;87
63;99
39;30
47;71
45;97
50;61
35;34
54;78
94;25
87;86
57;50
95;64
59;33
70;47
94;55
62;21
46;80
26;33
37;20
88;95
22;82
63;90
93;28
51;84
32;55
77;80
96;82
35;93
84;59
51;74
47;70
26;65
23;89
65;56
30;45
72;61
81;47
36;74
98;62
61;35
87;59
87;41
71;18
25;53
85;21
94;41
66;35
76;56
82;40
33;56
80;58
82;59
52;78
97;24
39;27
82;21
74;92
22;30
47;81
42;84
21;18
71;91
98;36
90;83
41;74
85;42
42;43
52;29
27;49
19;75
20;62
35;52
67;95
99;35
25;83
66;59
31;86
87;52
18;97
33;76
86;61
83;59
90;19
75;47
78;70
68;53
67;53
88;63
76;24
74;71
19;67
70;23
59;42
42;63
30;94
92;22
37;62
52;49
42;19
74;79
27;54
53;77
63;55
31;78
36;41
86;28
35;36
99;54
75;42
86;49
97;35
18;94
99;81
75;26
35;61
83;23
28;72
90;53
66;91
39;57
85;88
54;73
75;57
21;25
22;93
34;35
29;73
87;40
26;59
24;54
74;78
51;47
95;21
64;64
81;51
93;77
30;64
32;100
34;91
75;35
99;27
33;93
89;70
34;28
37;69
57;61
45;32
66;28
31;38
20;40
91;83
51;60
53;28
68;74
22;62
63;26
97;100
21;81
65;74
89;61
54;74
25;43
48;70
69;53
36;65
78;46
44;23
23;82
40;98
52;31
63;45
93;73
92;33
65;63
25;40
66;39
36;81
30;30
51;67
18;88
62;64
29;60
54;66
41;52
20;26
87;42
77;79
41;29
83;62
20;18
70;25
96;50
31;95
33;65
74;39
23;85
100;27
40;68
98;31
85;64
96;55
37;36
76;72
22;59
57;20
100;60
53;27
19;47
82;65
40;42
39;33
66;47
23;63
63;41
51;95
28;19
47;85
73;46
62;23
57;58
74;76
65;94
55;70
75;45
71;43
46;26
96;92
59;56
88;66
38;43
32;39
46;100
56;26
89;33
62;49
95;83
62;18
84;74
92;81
88;36
47;57
70;91
89;74
78;22
79;26
97;53
37;87
38;29
74;54
85;30
73;81
37;69
54;27
20;83
21;54
65;63
35;78
71;24
95;22
65;76
35;67
60;54
23;83
21;90
61;20
87;34
95;75
32;79
70;88
100;41
18;60
64;96
59;84
48;40
28;65
71;63
45;79
72;81
21;91
60;21
32;30
89;98
55;86
100;39
61;30
30;99
34;69
90;83
76;46
92;87
26;80
33;44
20;79
29;78
94;73
55;70
51;38
91;61
67;41
75;77
96;75
48;97
65;74
46;26
77;34
54;66
46;87
73;69
19;81
78;64
57;30
74;90
22;39
21;67
71;48
60;38
55;85
29;25
19;70
32;66
25;74
77;84
71;63
61;28
73;84
90;38
19;90
97;44
69;27
35;60
85;54
29;76
92;99
89;93
55;73
53;75
86;52
80;67
95;67
63;58
29;39
30;62
64;29
46;48
97;72
26;45
75;44
24;33
41;28
45;32
26;51
61;61
58;47
74;36
38;85
70;84
30;77
94;63
81;90
53;82
20;26
49;89
36;79
45;26
94;77
33;70
64;25
23;46
41;93
79;80
30;68
24;27
27;78
34;42
28;76
49;80
24;69
87;30
52;40
49;32
64;61
61;52
89;86
38;66
95;62
86;44
65;98
39;87
89;29
86;86
62;100
58;68
47;61
44;51
31;57
43;85
18;78
56;92
30;98
25;33
65;69
82;88
98;78
65;39
29;29
89;20
66;63
60;26
64;68
21;27
84;97
64;75
30;30
95;73
64;68
53;98
38;97
54;88
27;27
51;67
77;77
54;66
93;81
28;86
97;19
72;24
35;63
80;35
43;76
91;82
29;29
93;74
19;96
60;93
70;87
65;65
52;29
75;42
68;97
56;90
95;45
99;21
93;96
94;96
78;59
62;54
74;69
88;69
20;37
76;87
19;58
52;89
77;22
69;79
99;59
44;87
73;95
29;70
54;18
42;26
24;59
42;44
99;80
38;44
86;65
34;22
19;75
31;52
59;62
74;51
78;30
26;80
66;34
59;56
70;30
43;57
35;65
90;54
50;53
35;80
52;78
72;26
100;86
67;19
100;83
89;82
84;28
81;70
52;95
84;71
33;31
36;40
84;54
54;93
19;87
61;65
19;78
32;68
77;54
23;21
39;91
98;87
23;66
76;58
61;28
63;24
38;68
92;77
52;78
48;87
77;94
98;23
62;94
47;35
49;33
58;85
74;72
51;97
70;50
92;34
63;48
44;89
30;95
71;37
72;71
40;57
51;60
84;40
47;46
41;41
93;26
68;46
92;66
88;87
79;68
70;52
89;76
62;86
36;95
79;23
74;93
99;54
44;69
18;35
98;40
83;98
45;72
23;75
86;33
45;40
46;56
76;81
71;51
30;96
91;91
43;86
46;83
40;38
25;43
58;22
71;90
91;20
67;68
58;56
92;53
48;98
45;60
98;59
35;62
32;76
41;37
78;35
38;71
84;24
95;56
63;92
44;20
23;36
99;42
43;41
53;64
100;59
37;47
74;88
49;81
54;87
79;19
30;42
24;36
96;70
37;73
77;82
23;27
72;90
87;78
48;22
64;39
53;73
75;56
42;31
70;51
52;36
18;71
32;58
95;57
95;92
18;95
55;81
18;98
69;43
86;53
21;82
52;36
54;68
93;35
21;82
58;91
26;37
30;77
28;88
27;79
59;65
92;83
60;38
79;36
76;59
45;56
74;95
92;74
96;37
69;37
30;26
84;45
92;62
22;80
70;62
79;89
49;47
37;31
53;63
40;40
29;79
80;85
67;59
59;39
86;61
38;43
58;49
91;50
76;38
44;78
55;76
41;72
100;58
52;46
99;62
53;59
35;79
22;45
49;71
80;96
59;28
39;89
79;48
39;77
73;81
89;20
28;83
84;90
80;98
19;100
60;74
81;48
39;82
75;40
63;46
69;65
68;18
80;62
81;21
66;77
43;31
51;30
80;46
35;45
83;54
93;66
54;21
85;94
58;88
19;41
51;82
50;95
93;52
92;54
84;80
63;62
23;42
81;52
71;37
93;83
89;36
48;65
84;99
25;88
43;60
22;69
95;27
22;96
63;94
63;76
32;60
77;54
78;56
87;88
66;83
35;55
99;82
60;87
39;58
47;19
20;58
89;67
61;79
89;21
83;43
32;92
55;84
49;90
97;25
60;89
25;26
77;97
55;23
95;88
74;87
100;76
29;20
97;19
70;28
54;24
57;60
84;82
35;27
88;98
47;64
34;38
64;48
75;68
44;96
63;62
25;67
98;87
22;27
51;82
27;26
88;94
57;72
95;37
88;100
74;72
100;63
67;89
62;33
27;99
76;36
87;53
87;73
29;31
33;29
23;96
72;40
98;28
48;57
71;19
78;79
66;52
20;76
51;95
20;76
78;25
49;63
67;55
96;98
86;79
30;96
64;33
44;26
77;71
68;81
83;96
43;40
83;98
36;65
90;57
56;72
33;50
60;67
84;59
77;50
40;41
41;90
31;71
29;46
39;24
66;26
91;35
71;31
36;47
94;74
24;86
97;63
86;58
91;18
21;94
62;43
37;58
77;19
88;64
73;99
96;70
60;84
52;100
37;78
92;82
89;72
65;50
28;18
66;78
49;94
38;66
72;72
43;45
87;42
82;18
62;45
97;48
57;49
69;83
64;73
55;50
100;22
23;48
49;30
60;21
84;93
47;82
43;51
49;82
60;82
20;21
24;94
64;91
21;58
98;79
54;49
59;75
38;46
57;53
36;18
63;32
83;55
20;52
76;66
70;31
74;37
55;26
91;79
82;46
32;19
53;99
20;27
46;70
91;47
73;81
23;71
46;20
80;36
73;45
65;86
98;24
61;29
38;26
94;79
65;84
20;94
97;68
91;22
66;45
50;92
85;32
98;25
41;34
77;48
72;78
45;40
58;35
45;51
30;100
25;30
48;76
32;22
25;32
77;89
85;58
43;96
54;83
59;45
93;29
36;19
70;73
63;54
98;46
85;49
38;50
83;75
30;22
98;45
61;88
19;83
65;52
89;92
27;73
58;24
43;55
60;28
87;81
25;75
53;21
92;70
88;81
81;52
87;25
43;65
29;69
80;36
83;76
26;60
82;95
81;65
87;50
50;65
49;47
48;83
41;91
49;18
97;66
48;94
53;94
57;33
83;33
97;49
21;90
90;28
73;74
78;57
50;40
50;34
65;28
27;36
90;39
61;72
47;43
43;31
66;99
85;21
35;60
20;22
45;62
30;82
61;50
63;70
34;45
71;54
81;25
55;36
25;46
51;77
79;79
19;37
88;75
95;67
62;61
34;31
54;53
95;46
55;73
35;39
55;40
94;52
44;51
85;62
90;41
19;81
40;35
27;70
23;77
86;52
91;57
84;20
79;77
95;90
83;59
36;72
50;55
90;78
31;39
20;39
21;24
95;22
26;92
40;85
70;23
39;73
37;99
26;35
52;48
98;70
96;86
58;92
44;62
73;18
89;42
60;88
66;69
54;91
38;25
46;36
42;25
90;37
67;58
72;90
56;43
86;69
49;86
46;45
98;38
65;63
45;95
29;56
86;31
46;77
35;58
28;80
92;67
78;74
25;71
49;77
46;48
85;30
70;91
99;94
40;30
74;72
52;26
29;24
84;58
48;60
19;48
35;58
63;63
31;66
35;60
54;41
95;41
31;80
81;49
35;97
63;84
75;57
63;81
24;38
79;33
30;59
64;80
33;38
31;27
63;40
21;69
84;97
82;54
76;76
28;53
92;81
79;38
66;77
44;68
36;69
98;71
64;41
100;75
89;99
49;100
64;43
86;22
47;21
62;26
41;56
18;42
33;68
95;92
22;33
82;69
66;21
69;84
65;78
31;33
22;46
77;48
18;66
34;92
86;76
39;75
83;62
52;69
81;45
73;20
32;58
65;22
84;91
18;46
63;40
51;58
24;52
32;97
81;21
48;55
48;18
63;89
95;46
34;96
47;57
40;68
47;18
53;86
81;79
65;48
54;50
90;88
41;50
30;83
35;60
100;60
20;50
83;81
83;100
56;31
48;94
23;22
97;59
23;20
100;39
58;40
68;81
66;58
34;34
72;53
63;40
42;36
94;29
89;33
90;63
80;63
57;40
73;70
37;90
77;23
90;30
76;69
55;29
27;54
28;68
63;54
45;85
95;69
75;79
58;88
89;26
38;27
69;97
59;30
91;83
91;28
100;58
53;93
42;51
88;63
87;54
93;57
43;35
33;73
35;78
100;37
64;51
80;76
53;27
55;21
91;61
66;45
83;58
33;51
89;18
46;23
32;73
23;100
92;94
64;84
39;60
66;43
51;52
45;79
69;78
73;78
84;69
84;64
52;78
72;90
97;28
100;90
26;79
66;27
34;75
53;29
40;94
100;53
85;51
48;44
96;37
67;79
27;86
82;42
41;83
85;64
57;50
97;47
36;81
59;48
97;93
26;40
34;33
88;30
87;34
46;63
75;83
67;48
84;65
30;71
54;65
74;22
40;57
54;90
45;62
71;33
43;92
78;43
22;18
31;25
30;50
39;70
18;89
99;99
31;65
61;68
71;51
96;99
75;95
66;28
77;19
97;67
79;43
20;85
84;84
28;72
97;82
90;49
94;30
32;98
31;50
69;25
88;71
96;44
53;22
79;41
96;23
52;68
80;67
92;89
49;30
39;53
30;36
40;75
35;74
78;36
32;52
98;56
27;20
60;33
60;78
31;23
77;25
37;97
96;53
