44;40
20;92
53;61
38;62
76;88
50;86
56;84
65;74
89;57
46;50
86;56
67;98
96;83
72;19
91;44
43;88
93;67
32;83
90;38
42;32
90;75
26;49
72;60
19;76
40;41
82;88
28;63
41;29
69;99
25;53
82;59
61;23
95;19
69;66
32;59
25;87
44;80
50;89
49;86
72;85
35;18
89;44
75;69
61;89
18;81
24;64
50;98
27;79
57;54
24;82
85;46
39;61
30;83
64;93
51;99
18;34
67;67
42;46
30;48
36;85
79;80
61;80
90;28
100;46
75;61
99;55
74;50
48;24
43;64
47;50
91;99
97;70
73;45
83;77
39;97
63;76
27;75
87;37
34;55
45;88
92;94
89;60
81;26
78;58
92;30
72;76
58;41
65;24
23;87
23;67
65;55
41;45
97;28
57;22
37;27
78;26
83;43
74;24
54;65
55;96
61;80
39;33
89;43
80;55
40;35
95;79
71;44
57;97
68;25
98;25
99;80
86;33
93;38
37;78
25;66
70;62
29;44
82;84
21;83
85;62
95;31
65;42
29;35
55;81
19;82
51;70
84;86
52;37
48;27
52;35
81;48
82;63
89;72
98;41
61;85
82;61
32;21
51;62
75;32
68;68
100;63
38;40
55;69
27;36
25;32
69;61
93;26
31;18
30;37
74;63
28;68
70;78
26;23
54;42
85;97
86;60
36;46
18;60
93;69
100;47
92;94
46;38
43;79
42;87
69;32
83;100
49;95
60;97
42;21
70;44
23;24
48;85
86;32
23;82
63;58
61;69
97;67
25;84
90;38
34;51
26;49
75;28
36;23
68;67
100;69
68;46
37;75
35;99
75;87
51;39
52;50
72;74
30;77
64;51
55;69
50;28
45;26
25;50
33;72
71;61
67;29
75;78
94;91
51;36
93;42
19;51
67;65
41;88
58;70
81;43
45;78
35;58
66;67
19;72
18;74
91;30
69;98
70;51
58;98
96;88
94;44
55;32
73;91
74;73
100;24
33;81
52;42
40;19
23;67
72;49
31;76
53;19
35;72
81;30
89;72
96;72
65;75
60;88
35;44
30;19
72;87
63;99
39;30
47;71
45;97
50;61
35;34
54;78
94;25
87;86
57;50
95;64
59;33
70;47
94;55
62;21
46;80
26;33
37;20
88;95
22;82
63;90
93;28
51;84
32;55
77;80
96;82
35;93
84;59
51;74
47;70
26;65
23;89
65;56
30;45
72;61
81;47
36;74
98;62
61;35
87;59
87;41
71;18
25;53
85;21
94;41
66;35
76;56
82;40
33;56
80;58
82;59
52;78
97;24
39;27
82;21
74;92
22;30
47;81
42;84
21;18
71;91
98;36
90;83
41;74
85;42
42;43
52;29
27;49
19;75
20;62
35;52
67;95
99;35
25;83
66;59
31;86
87;52
18;97
33;76
86;61
83;59
90;19
75;47
78;70
68;53
67;53
88;63
76;24
74;71
19;67
70;23
59;42
42;63
30;94
92;22
37;62
52;49
42;19
74;79
27;54
53;77
63;55
31;78
36;41
86;28
35;36
99;54
75;42
86;49
97;35
18;94
99;81
75;26
35;61
83;23
28;72
90;53
66;91
39;57
85;88
54;73
75;57
21;25
22;93
34;35
29;73
87;40
26;59
24;54
74;78
51;47
95;21
64;64
81;51
93;77
30;64
32;100
34;91
75;35
99;27
33;93
89;70
34;28
37;69
57;61
45;32
66;28
31;38
20;40
91;83
51;60
53;28
68;74
22;62
63;26
97;100
21;81
65;74
89;61
54;74
25;43
48;70
69;53
36;65
78;46
44;23
23;82
40;98
52;31
63;45
93;73
92;33
65;63
25;40
66;39
36;81
30;30
51;67
18;88
62;64
29;60
54;66
41;52
20;26
87;42
77;79
41;29
83;62
20;18
70;25
96;50
31;95
33;65
74;39
23;85
100;27
40;68
98;31
85;64
96;55
37;36
76;72
22;59
57;20
100;60
53;27
19;47
82;65
40;42
39;33
66;47
23;63
63;41
51;95
28;19
47;85
73;46
62;23
57;58
74;76
65;94
55;70
75;45
71;43
46;26
96;92
59;56
88;66
38;43
32;39
46;100
56;26
89;33
62;49
95;83
62;18
84;74
92;81
88;36
47;57
70;91
89;74
78;22
79;26
97;53
37;87
38;29
74;54
85;30
73;81
37;69
54;27
20;83
21;54
65;63
35;78
71;24
95;22
65;76
